x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89644.86481316751,43150.53717628158,0.0,0.0,0.0,0.8688879187032417,0.49500887338667876,8.333333333333334
89643.1581684587,43153.08947680029,0.0,0.0,0.0,0.8954410180312337,0.4451801694001968,8.333333333333334
89641.4098982692,43155.100380239266,0.0,0.0,0.0,0.9212227534261913,0.3890355235320636,8.333333333333334
89639.4771382,43156.8733096,0.0,0.0,0.0,0.9153872197668546,0.40257451221793494,8.333333333333334
89637.6355434,43159.2162561,0.0,0.0,0.0,0.9021475335150855,0.431427662271032,8.333333333333334
89635.7318312,43161.5176381,0.0,0.0,0.0,0.9069418136820073,0.42125591579845034,8.333333333333334
89633.7847531,43163.7775397,0.0,0.0,0.0,0.9101558847924289,0.41426593557485614,8.333333333333334
89631.807161,43166.0239011,0.0,0.0,0.0,0.9087030113224018,0.4174432143580714,8.333333333333334
89629.8754824,43168.3299613,0.0,0.0,0.0,0.9012318658622301,0.4333371942892546,8.333333333333334
89628.0728391,43170.6949574,0.0,0.0,0.0,0.9034655506501027,0.42866070357394165,8.333333333333334
89626.1769196,43172.8592263,0.0,0.0,0.0,0.9191874849276687,0.3938202223760824,8.333333333333334
89623.9486293,43175.0235088,0.0,0.0,0.0,0.9340088120896164,0.3572499670244122,8.333333333333334
89621.6377949354,43176.92663418808,0.0,0.0,0.0,0.896473551911414,0.44309724747885004,8.333333333333334
89620.22252859152,43179.897633408575,0.0,0.0,0.0,0.7735850228219852,0.6336925220211366,8.333333333333334
89620.4575395,43182.8044835,0.0,0.0,0.0,0.6219075785466526,0.7830906484860096,8.333333333333334
89621.5366302,43185.5496266,0.0,0.0,0.0,0.44951935694606276,0.893270590432036,8.333333333333334
89623.8589911,43187.3888367,0.0,0.0,0.0,0.2299846332606175,0.9731942603940794,8.333333333333334
89626.7369063,43188.1528607,0.0,0.0,0.0,0.02825091919358586,0.9996008631272372,8.333333333333334
89629.6624967,43187.7171386,0.0,0.0,0.0,-0.16468097841235246,0.9863468838847469,8.333333333333334
89632.1322734,43186.2995723,0.0,0.0,0.0,-0.2837440732149966,0.9589000474060697,8.333333333333334
89634.642422,43184.4871419,0.0,0.0,0.0,-0.29648104613294646,0.9550387370593476,8.333333333333334
89637.2185154,43182.8048442,0.0,0.0,0.0,-0.2262247317233687,0.9740751360940746,8.333333333333334
89639.9822828,43181.8654118,0.0,0.0,0.0,-0.08693597767961841,0.9962139006181799,8.333333333333334
89642.8997601,43181.8056718,0.0,0.0,0.0,0.04217759906804814,0.9991101291333478,8.333333333333334
89645.8452275,43182.3613059,0.0,0.0,0.0,0.135606132235051,0.9907628257561191,8.333333333333334
89648.6392499,43183.4067994,0.0,0.0,0.0,0.2097236623574258,0.9777606994798822,8.333333333333334
89651.2792464,43184.8048551,0.0,0.0,0.0,0.23753227663002469,0.9713796464611338,8.333333333333334
89653.9579201,43186.1733861,0.0,0.0,0.0,0.2158946360447656,0.9764166662481228,8.333333333333334
89656.6963393,43187.3235285,0.0,0.0,0.0,0.1275887463778682,0.9918271582275432,8.333333333333334
89659.6203205,43187.6547232,0.0,0.0,0.0,-0.04526397695408879,0.9989750609451168,8.333333333333334
89662.4651057,43186.7996826,0.0,0.0,0.0,-0.26401064082533837,0.9645197673096152,8.333333333333334
89663.84603236795,43185.15401664483,0.0,0.0,0.0,-0.5410882863228698,0.8409657938371692,8.333333333333334
89664.6369165013,43182.03065848995,0.0,0.0,0.0,-0.6660271783556683,0.7459274748201643,8.333333333333334
89664.5120400592,43179.288197671034,0.0,0.0,0.0,-0.8097940495555703,0.5867142381981116,8.333333333333334
89663.0135227539,43177.078993122464,0.0,0.0,0.0,-0.9452112568732117,0.32645930815365526,8.333333333333334
89660.1639421,43175.8778704,0.0,0.0,0.0,-0.9904411165159267,0.13793619798546178,8.333333333333334
89657.2102013,43175.4305943,0.0,0.0,0.0,-0.9972159876181675,0.07456724507934201,8.333333333333334
89654.2806368,43174.9930699,0.0,0.0,0.0,-0.9985098892912184,0.05457106364767715,8.333333333333334
89651.40001363785,43174.7936091067,0.0,0.0,0.0,-0.9937066342437876,0.11201395029139606,8.333333333333334
89648.40297902725,43173.65091709882,0.0,0.0,0.0,-0.9687893441063711,0.24788547102633382,8.333333333333334
89646.11357758859,43171.8987893534,0.0,0.0,0.0,-0.9038539361591647,0.42784116455711063,8.333333333333334
89645.15619153244,43169.68958480483,0.0,0.0,0.0,-0.7344873048737662,0.6786224274066331,8.333333333333334
89645.69732278158,43166.64240611715,0.0,0.0,0.0,-0.566070810646101,0.8243566202405764,8.333333333333334
89647.23746556757,43164.280842634194,0.0,0.0,0.0,-0.44099035442176915,0.8975118424327126,8.333333333333334
89649.02619,43162.3300419,0.0,0.0,0.0,-0.3028801905648885,0.9530286407886055,8.333333333333334
89651.7586664,43161.0842303,0.0,0.0,0.0,-0.2040447961386737,0.9789615524466357,8.333333333333334
89654.5054536,43159.9422239,0.0,0.0,0.0,-0.12451055425926912,0.9922182833822655,8.333333333333334
89657.4697214,43159.6279716,0.0,0.0,0.0,0.044939160172109215,0.9989897256143456,8.333333333333334
89660.3626944,43160.4702638,0.0,0.0,0.0,0.2428482833042877,0.9700642820432883,8.333333333333334
89662.4415384,43162.2837251,0.0,0.0,0.0,0.45035862963097156,0.8928477500206367,8.333333333333334
89663.7433917,43165.0445869,0.0,0.0,0.0,0.523176029990635,0.8522246427106167,8.333333333333334
89665.2345049,43167.7868371,0.0,0.0,0.0,0.468117110815098,0.8836664362541587,8.333333333333334
89667.25932178558,43170.22284107518,0.0,0.0,0.0,0.27450791714033174,0.9615848394329419,8.333333333333334
89670.25635639616,43170.9084562799,0.0,0.0,0.0,-0.06472040851912492,0.9979034365714539,8.333333333333334
89673.1466288,43169.4559564,0.0,0.0,0.0,-0.27550550499967613,0.961299493766055,8.333333333333334
89675.5262027,43167.6175006,0.0,0.0,0.0,-0.37401943644437935,0.9274208651749372,8.333333333333334
89677.4284359,43165.3315296,0.0,0.0,0.0,-0.4674346469342067,0.8840276301369169,8.333333333333334
89678.8681197,43162.7118511,0.0,0.0,0.0,-0.5559930069838078,0.8311869682478807,8.333333333333334
89679.6925565,43159.8496954,0.0,0.0,0.0,-0.6552896379746038,0.7553777137056088,8.333333333333334
89679.7003982,43156.8762018,0.0,0.0,0.0,-0.7592425497298597,0.6508077678390921,8.333333333333334
89678.7977386,43154.0661426,0.0,0.0,0.0,-0.8491090726225982,0.5282175525197845,8.333333333333334
89677.1083911,43151.6154561,0.0,0.0,0.0,-0.9151478678210092,0.40311832012780147,8.333333333333334
89674.8028642,43149.6993879,0.0,0.0,0.0,-0.9588441098868722,0.2839330430493285,8.333333333333334
89672.1227492,43148.3789591,0.0,0.0,0.0,-0.9822825942840067,0.18740572287601445,8.333333333333334
89669.3292198,43147.5319041,0.0,0.0,0.0,-0.9938849300085618,0.11042076752982719,8.333333333333334
89666.3609214,43147.0826789,0.0,0.0,0.0,-0.9966759841775361,0.08146767803086008,8.333333333333334
89663.3324443,43146.5449646,0.0,0.0,0.0,-0.9961232957965078,0.0879680599507742,8.333333333333334
89660.26624102752,43145.99777050809,0.0,0.0,0.0,-0.9709333390847235,0.23935005964860204,8.333333333333334
89658.22659247309,43143.86474542671,0.0,0.0,0.0,-0.8743753314296555,0.48525022389204536,8.333333333333334
89657.0352283,43140.8154564,0.0,0.0,0.0,-0.8113471050509135,0.5845646885721905,8.333333333333334
89656.238542,43137.9077219,0.0,0.0,0.0,-0.7583387127134118,0.6518607188657447,8.333333333333334
89656.10369295724,43134.68197608961,0.0,0.0,0.0,-0.6975948045080704,0.7164924903467914,8.333333333333334
89656.39507132217,43132.052333130945,0.0,0.0,0.0,-0.6933922847262391,0.7205602955215656,8.333333333333334
89656.31182036076,43129.26800529235,0.0,0.0,0.0,-0.7497309952899915,0.6617427254616999,8.333333333333334
89655.56256170811,43125.400883294315,0.0,0.0,0.0,-0.8184290872895414,0.5746075435272393,8.333333333333334
89654.1702684,43123.3377092,0.0,0.0,0.0,-0.9255818750040551,0.378547477423873,8.333333333333334
89651.77927132975,43121.68467914323,0.0,0.0,0.0,-0.984832908721036,0.17350545207590307,8.333333333333334
89648.70052128557,43121.34867931021,0.0,0.0,0.0,-0.99974737809195,0.022476209606416123,8.333333333333334
89645.284574808,43121.39250537539,0.0,0.0,0.0,0.9990747876980335,0.04300661095842483,8.333333333333334
89638.68207722215,43122.21279718054,0.0,0.0,0.0,0.9932438384097851,0.11604601441237279,8.333333333333334
