s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
38.3991414,89625.6277208,43136.5151454,2.0946038,-0.0061989,15.9134223,4.1129515
39.3981691,89625.1280264,43137.3802245,2.0945676,-0.0000362,16.1695721,4.0744294
40.4000475,89624.6269375,43138.2477902,2.1001163,0.0055383,16.4193832,4.0362681
41.3993641,89624.1223361,43139.1103509,2.1086070,0.0084965,16.6631623,3.9984642
42.3988798,89623.6103272,43139.9687672,2.1257682,0.0171694,16.9011915,3.9610143
43.3984289,89623.0836454,43140.8182993,2.1320584,0.0062931,17.1337311,3.9239153
44.3980504,89622.5515918,43141.6645629,2.1408837,0.0088286,17.3610219,3.8871637
45.3963184,89622.0128210,43142.5049586,2.1492288,0.0083596,17.5832872,3.8507563
46.3788912,89621.4756366,43143.3276871,2.1670765,0.0181643,17.8007346,3.8146899
47.1499804,89621.0426172,43143.9657097,2.1667630,-0.0004065,18.0135574,3.7789613
47.9211041,89620.6097785,43144.6038965,2.1644197,-0.0030388,18.2219362,3.7435674
48.6984579,89620.1749515,43145.2482601,2.1572036,-0.0092830,18.4260400,-12.0496172
49.4903557,89619.7367374,43145.9078588,2.1420569,-0.0191271,17.7607070,-11.9050608
50.2952965,89619.3015116,43146.5849912,2.1165622,-0.0316728,17.0779190,-10.9617331
51.0959011,89618.8859395,43147.2692920,2.0503143,-0.0827473,16.4241521,-10.9608532
51.8642896,89618.5314423,43147.9510196,2.0541792,0.0050298,15.7433157,-11.0731913
52.6480128,89618.1671857,43148.6449499,2.0629551,0.0111977,15.0242052,-11.3501059
53.4656263,89617.7808392,43149.3655248,2.0769977,0.0171752,14.2494980,-10.3102948
54.3397790,89617.3569988,43150.1300523,2.0943191,0.0198151,13.5073048,-9.1629093
55.2942074,89616.8798474,43150.9566478,2.1110092,0.0174870,12.8116726,-8.2971093
56.3471310,89616.3383093,43151.8596342,2.1233856,0.0117543,12.1474513,-7.5860738
57.5039337,89615.7311118,43152.8442680,2.1297428,0.0054955,11.5066461,-6.9636016
58.7537474,89615.0683440,43153.9038779,2.1306958,0.0007625,10.8852650,-6.4154791
60.0730233,89614.3676752,43155.0217116,2.1286043,-0.0015854,10.2796051,-5.4737947
61.4343218,89613.6471022,43156.1766610,2.1264829,-0.0015584,9.7330950,-4.5187266
62.8140967,89612.9192341,43157.3488329,1.8102250,-0.2292097,9.2576623,-3.9002874
63.8757669,89612.6674615,43158.3802174,1.6103338,-0.1882800,8.8267310,-3.7078705
64.9131843,89612.6264553,43159.4168241,1.4003647,-0.2023960,8.3965777,-4.5420110
65.9560262,89612.8033294,43160.4445569,1.2199004,-0.1730504,7.8375483,-3.2705711
67.0407431,89613.1761892,43161.4631768,1.0627679,-0.1448604,7.4089314,-0.2549199
68.1478805,89613.7147624,43162.4304886,0.8803855,-0.1647333,7.3744770,-0.2549199
69.2246520,89614.4005086,43163.2606626,0.6876774,-0.1789684,7.3398609,0.0962443
70.2592128,89615.1999369,43163.9173441,0.5444200,-0.1384718,7.3529493,-1.7106526
71.2666344,89616.0617134,43164.4391099,0.4365692,-0.1070562,7.1167284,-0.2352087
72.2596438,89616.9615861,43164.8589870,0.3059646,-0.1315240,7.0836329,-0.2352087
73.2429482,89617.8992227,43165.1551712,0.1529648,-0.1555976,7.0503820,3.8747872
74.2176460,89618.8625396,43165.3036849,-0.0029692,-0.1599819,7.5795821,4.2681960
75.1844523,89619.8293416,43165.3008143,-0.1566386,-0.1589455,8.1227034,0.0643603
76.1542194,89620.7872361,43165.1495317,-0.2960506,-0.1437582,8.1306154,0.6607222
77.1359216,89621.7262305,43164.8631251,-0.4121214,-0.1182342,8.2114000,4.7596003
78.1284984,89622.6357020,43164.4655445,-0.5088043,-0.0974060,8.7713857,4.9393568
79.1355424,89623.5151813,43163.9749798,-0.5969086,-0.0874880,9.3170002,4.7498031
80.1518846,89624.3557748,43163.4037057,-0.8645411,-0.2633292,9.8131051,2.1921135
81.3469054,89625.1313305,43162.4945368,-0.8787105,-0.0118570,10.0337967,2.0782995
82.5120712,89625.8748746,43161.5974563,-0.9060834,-0.0234927,10.2386380,2.6569595
83.6203087,89626.5584723,43160.7251693,-0.9448799,-0.0350074,10.4946918,3.7323425
84.6514041,89627.1625294,43159.8895422,-0.9922990,-0.0459890,10.8441743,4.6302586
85.5964660,89627.6792575,43159.0982558,-1.0437961,-0.0544907,11.2626727,4.7054010
86.4599584,89628.1135448,43158.3519223,-1.0928568,-0.0568166,11.6726011,4.6613299
87.2572439,89628.4802567,43157.6439770,-1.1327144,-0.0499916,12.0649649,4.6176717
88.0086218,89628.7989937,43156.9635540,-1.1592737,-0.0353474,12.4414592,4.5744223
88.7332782,89629.0888601,43156.2993972,-1.1720536,-0.0176358,12.8035160,4.5315780
89.4462436,89629.3656761,43155.6423640,-1.1292328,0.0600600,13.1523583,4.4891350
90.2553391,89629.7114459,43154.9108732,-1.0898715,0.0486486,13.4890411,4.4470895
91.1019476,89630.1030864,43154.1602976,-1.0459358,0.0518961,13.8144823,4.4054379
91.9758210,89630.5409776,43153.4040530,-1.0025111,0.0496922,14.1294864,4.3641763
92.8676968,89631.0209741,43152.6523577,-0.9671458,0.0396528,14.4347639,4.3233012
93.7702612,89631.5333163,43151.9093045,-0.9472251,0.0220712,14.7309457,4.2828089
94.6777935,89632.0632589,43151.1725714,-1.1820360,-0.2587357,15.0185953,4.2426959
95.6770986,89632.4420370,43150.2478348,-1.1779703,0.0040685,15.2982188,4.2029586
96.6759024,89632.8243798,43149.3251089,-1.1713491,0.0066292,15.5702727,-0.5407448
97.6746996,89633.2128212,43148.4049409,-1.1617345,0.0096262,15.5355378,-10.1877626
98.6734138,89633.6100585,43147.4886263,-1.1488650,0.0128861,14.8659630,-9.6988127
99.6724656,89634.0191934,43146.5771916,-1.1328703,0.0160098,14.1992162,-9.6179782
100.6730954,89634.4435226,43145.6709881,-1.1151155,0.0177436,13.5055597,-9.6152024
101.6738872,89634.8839448,43144.7723155,-1.2494111,-0.1341894,12.7745094,-9.7184720
102.7126738,89635.2120779,43143.7867160,-1.2602650,-0.0104486,11.9904002,-8.4824875
103.7707432,89635.5353864,43142.7792527,-1.2488833,0.0107571,11.2614792,-6.5823720
104.8400549,89635.8736973,43141.7648695,-1.1177024,0.1226779,10.6615540,-5.2917895
105.9027499,89636.3388914,43140.8094036,-1.0478564,0.0657253,10.1535833,-4.8693173
106.9699142,89636.8718646,43139.8848608,-0.9168601,0.1227518,9.6626039,-4.5466682
108.0584299,89637.5340253,43139.0209109,-0.7516273,0.1517964,9.1804823,-4.0350966
109.1801374,89638.3535209,43138.2549770,-0.5640225,0.1672493,8.7303359,-3.9667956
110.2943970,89639.2951946,43137.6593050,-0.3372252,0.2035408,8.2639425,-4.1610638
111.1190895,89640.0734374,43137.3864391,-0.2344681,0.1246006,7.7445826,-4.0057358
111.9310648,89640.8631955,43137.1977964,-0.0492234,0.2281407,7.2093505,-1.2406707
112.7415751,89641.6727241,43137.1579164,0.1694461,0.2697924,7.0353224,-0.2298585
113.5800381,89642.4991789,43137.2993118,0.5965984,0.5094468,7.0026054,-0.2298585
114.4532950,89643.2215820,43137.7899352,0.5731910,-0.0268047,6.9697349,1.8594693
115.4518504,89644.0605430,43138.3314676,0.6172424,0.0441151,7.2313618,1.6835554
116.4265140,89644.8553594,43138.8955918,0.7785273,0.1654775,7.4603278,0.6420706
117.2680443,89645.4544856,43139.4865411,0.9757519,0.2343643,7.5458205,1.5318376
118.0037957,89645.8669077,43140.0958341,1.3954184,0.5703917,7.7459769,2.2546061
118.7025234,89645.9888219,43140.7838439,1.5258490,0.1866687,8.0315046,1.3938486
119.4591487,89646.0228188,43141.5397050,1.5840527,0.0769254,8.2030545,0.5334280
120.2866755,89646.0118491,43142.3671591,1.8731175,0.3493117,8.2677652,2.1480798
121.2342849,89645.7297108,43143.2717925,1.9105095,0.0394593,8.5233797,3.4222173
122.2145450,89645.4030718,43144.1960310,1.8560930,-0.0555123,8.9154867,3.1705143
123.2097442,89645.1229809,43145.1510025,1.8250014,-0.0312416,9.2639560,2.0476421
124.2213368,89644.8685895,43146.1300860,1.8914660,0.0657030,9.4822074,2.9692101
125.2601250,89644.5411612,43147.1159215,1.9610984,0.0670323,9.7900464,4.6359598
126.3202096,89644.1378331,43148.0962816,2.0529369,0.0866331,10.2522232,4.8073059
127.3731860,89643.6495924,43149.0292233,2.0976345,0.0424488,10.7104396,4.7622804
128.4073933,89643.1295901,43149.9231933,2.1380457,0.0390746,11.1458058,4.7176766
129.4252600,89642.5826758,43150.7816439,2.1655749,0.0270460,11.5609401,4.6734906
130.4063437,89642.0329497,43151.5942486,2.1704133,0.0049316,11.9579846,4.6297185
131.3031599,89641.5268527,43152.3346169,2.1405284,-0.0333233,12.3387194,4.5863563
132.1606096,89641.0643388,43153.0566286,2.1284315,-0.0141080,12.7046430,4.5434002
132.9784958,89640.6315289,43153.7506123,2.0812970,-0.0576296,13.0570319,4.5008465
134.0520919,89640.1069546,43154.6873249,2.0956445,0.0133639,13.3969842,4.4586913
135.1088995,89639.5774078,43155.6018862,2.1486847,0.0501891,13.7254529,4.4169310
136.0926340,89639.0400365,43156.4258799,2.2177610,0.0702184,14.0432720,4.3755618
137.0201016,89638.4809894,43157.1659222,2.2633779,0.0491844,14.3511763,4.3345800
137.9248716,89637.9032702,43157.8622333,2.3029652,0.0437539,14.6498173,4.2939821
138.8375254,89637.2931755,43158.5409980,2.0459283,-0.2816368,14.9397763,4.2537645
139.8527284,89636.8287650,43159.4437494,2.0036739,-0.0416216,15.2215743,4.2139235
140.9975778,89636.3485182,43160.4830006,2.0677057,0.0559303,15.4956810,4.1744556
142.1450953,89635.8014840,43161.4917374,2.1904408,0.1069570,15.7625211,4.1353575
143.1983477,89635.1898122,43162.3491743,2.2389390,0.0460462,16.0224809,4.0966255
144.1474386,89634.6018227,43163.0941857,2.2994761,0.0637842,16.2759124,-8.5212624
145.0384959,89634.0084808,43163.7589627,2.2027680,-0.1085319,15.7441756,-10.2702390
145.9812053,89633.4515877,43164.5196013,2.1296012,-0.0776133,15.0784015,-10.2042769
146.9688306,89632.9279752,43165.3569983,2.1109545,-0.0188803,14.3864212,-10.1872006
147.9704121,89632.4128902,43166.2159820,2.1179308,0.0069653,13.6606792,-11.1626235
148.9780670,89631.8886656,43167.0765382,2.1311200,0.0130890,12.8183547,-10.5659739
149.9836959,89631.3542137,43167.9283894,2.1488264,0.0176072,11.9665549,-8.9325605
150.9726463,89630.8138758,43168.7566756,2.1944587,0.0461422,11.1959977,-6.3655288
151.9348455,89630.2519399,43169.5377360,2.2970374,0.1066085,10.6127969,-3.6655452
152.8727034,89629.6291424,43170.2389497,2.4555704,0.1690373,10.2619376,-0.4890478
153.8014521,89628.9105028,43170.8272789,2.2119057,-0.2623580,10.2142156,-0.4890478
155.0246422,89628.1789312,43171.8075836,2.6799118,0.3826111,10.1662697,0.1190962
155.9944849,89627.3106262,43172.2396035,2.6882512,0.0085988,10.1779666,0.3281012
156.9684155,89626.4350737,43172.6661578,2.7024358,0.0145643,10.2101215,0.2626496
157.9461398,89625.5501252,43173.0818631,2.7135542,0.0113717,10.2357891,3.8551655
158.9175468,89624.6663569,43173.4850815,2.7053992,-0.0083950,10.6053925,-4.2237180
159.8582446,89623.8137399,43173.8825192,2.6709557,-0.0366148,10.1997538,-7.3671222
160.7387872,89623.0289302,43174.2818048,2.6337107,-0.0422978,9.4506505,-4.4650440
161.5494295,89622.3206099,43174.6760425,2.6076567,-0.0321400,8.9662271,-2.9934367
162.3110469,89621.6650015,43175.0636490,2.5336486,-0.0971722,8.6262430,-2.6039244
163.0633822,89621.0474667,43175.4933686,2.3700282,-0.2174834,8.3192061,-4.1979874
163.8576232,89620.4781383,43176.0471591,2.1644305,-0.2588606,7.7987966,-1.7239539
164.7432615,89619.9827325,43176.7812765,1.9620476,-0.2285163,7.5747350,-0.2664572
165.7381254,89619.6033456,43177.7009612,1.7610640,-0.2020212,7.5395096,-0.2664572
166.8318710,89619.3964945,43178.7749686,1.5647605,-0.1794782,7.5041188,2.8244510
168.0044161,89619.4035718,43179.9474924,1.3991148,-0.1412702,7.8711696,1.9852177
169.2062995,89619.6089008,43181.1317067,1.2664484,-0.1103822,8.1192337,0.9766863
170.3557998,89619.9533729,43182.2283789,1.1222502,-0.1254442,8.2385353,1.4400659
171.4074854,89620.4094426,43183.1760303,0.9185321,-0.1937063,8.4113523,2.7841475
172.3951050,89621.0089152,43183.9609029,0.6838665,-0.2376072,8.7357787,2.9258620
173.4007703,89621.7884423,43184.5962770,0.5134535,-0.1694530,9.0642136,2.1794046
174.4603077,89622.7113559,43185.1167094,0.4389747,-0.0702937,9.3013234,1.4729762
175.5289159,89623.6786471,43185.5708803,0.4214780,-0.0163734,9.4582112,1.2258968
176.5754506,89624.6335946,43185.9990276,0.3550887,-0.0634373,9.5868249,0.2990544
177.6219922,89625.6148484,43186.3628824,0.3060453,-0.0468624,9.6179390,-2.0442994
178.6736061,89626.6175965,43186.6797232,0.2413343,-0.0615349,9.4031938,-2.0885302
179.7075714,89627.6215974,43186.9268393,0.1521078,-0.0862954,9.1786153,-1.9922258
180.7168484,89628.6192212,43187.0797669,0.0424965,-0.1086038,8.9591478,-3.9608895
181.7026494,89629.6041322,43187.1216474,-0.0786090,-0.1228499,8.5060044,-0.3360035
182.6710751,89630.5695673,43187.0455988,-0.1990966,-0.1244159,8.4664482,-0.3360035
183.6316571,89631.5111737,43186.8556112,-0.3065240,-0.1118357,8.4267064,0.2046691
184.5930914,89632.4277938,43186.5655018,-0.3951242,-0.0921542,8.4509365,4.9652266
185.5593377,89633.3195896,43186.1935716,-0.4662347,-0.0735946,9.0188305,4.9187220
186.5191332,89634.1769435,43185.7621185,-0.5215366,-0.0576184,9.5481600,3.6158302
187.4280520,89634.9650258,43185.3092833,-0.5595660,-0.0418403,9.9192801,0.2598809
188.2161695,89635.6329440,43184.8909360,-0.5814709,-0.0277939,9.9454202,4.8363529
188.8540621,89636.1660025,43184.5405712,-0.6015595,-0.0314922,10.4199260,4.7910554
189.4211930,89636.6335759,43184.2196154,-0.6289060,-0.0482191,10.8695825,1.4399711
190.0585131,89637.1489585,43183.8447052,-0.6473932,-0.0290077,11.0011371,-8.0474213
190.8366865,89637.7696753,43183.3753817,-0.6538453,-0.0082913,10.2442928,-6.5402531
191.7132111,89638.4654174,43182.8422417,-0.5703853,0.0952170,9.5852758,-2.8685690
192.7217087,89639.3142628,43182.2976970,-0.4630177,0.1064628,9.2814789,-1.1043517
193.6949747,89640.1850524,43181.8629876,-0.3374703,0.1289960,9.1618369,-0.9515133
194.6452977,89641.0817727,43181.5483346,-0.2093093,0.1348604,9.0574855,-0.4841342
195.6197234,89642.0349312,43181.3458642,-0.0614597,0.1517300,9.0039269,-0.3764927
196.6701389,89643.0833634,43181.2813466,0.0847973,0.1392373,8.9620552,-0.3764927
197.6303540,89644.0401284,43181.3626727,0.2099017,0.1302879,8.9199869,1.5929067
198.6348687,89645.0225954,43181.5719772,0.3309816,0.1205357,9.0966444,1.8653287
199.6691377,89646.0007282,43181.9080852,0.4468125,0.1119929,9.2992493,1.1704995
200.6668088,89646.9004569,43182.3391720,0.5334029,0.0867926,9.4241605,3.9281299
201.6700073,89647.7642929,43182.8492648,0.5897922,0.0562095,9.8317630,4.8468895
202.6667972,89648.5926814,43183.4036677,0.6194512,0.0297545,10.3125211,4.8014933
203.6878255,89649.4239998,43183.9964649,0.6268416,0.0072382,10.7676327,4.7565223
204.6880922,89650.2341000,43184.5832111,0.6112537,-0.0155838,11.2002625,-6.4585389
205.6644358,89651.0336562,43185.1435294,0.5707146,-0.0415214,10.6085404,-5.6267136
206.6304203,89651.8465468,43185.6653866,0.5057879,-0.0672129,10.0647127,-5.0611689
207.6143936,89652.7073198,43186.1421186,0.4251627,-0.0819384,9.5491237,-4.8863368
208.6590102,89653.6589359,43186.5729906,0.3438518,-0.0778380,9.0234371,-5.9431624
209.6762867,89654.6166642,43186.9159307,0.2571871,-0.0851929,8.3395105,-5.7390044
210.7056689,89655.6121893,43187.1777656,0.1416264,-0.1122622,7.6210486,-1.9965704
211.6765757,89656.5733751,43187.3148124,-0.0505589,-0.1979441,7.3546619,-1.6516172
212.7689435,89657.6643470,43187.2596070,-0.2411496,-0.1744748,7.1267784,-0.3252600
213.7506906,89658.6176864,43187.0251470,-0.2811021,-0.0406953,7.0810360,-9.5329343
214.6584828,89659.4898480,43186.7733121,-0.3760448,-0.1045863,5.5761454,-0.1443979
215.6133699,89660.3780118,43186.4226351,-0.6927311,-0.3316479,5.5502142,-0.1443979
216.5442644,89661.0943395,43185.8281276,-0.8714237,-0.1919580,5.5241613,5.1569546
217.5763122,89661.7587076,43185.0383569,-1.0277963,-0.1515168,6.3890863,5.1086543
218.6683365,89662.3229640,43184.1034068,-1.2069485,-0.1640552,7.1433872,-2.5103702
219.7397143,89662.7042382,43183.1021673,-1.3804525,-0.1619447,6.7832170,-1.6593330
220.6626294,89662.8788505,43182.1959208,-1.6253845,-0.2653895,6.5342584,-0.1982829
221.6278136,89662.8261890,43181.2321743,-1.8586818,-0.2417127,6.5038716,-0.1982829
222.5870214,89662.5538456,43180.3124413,-1.9210109,-0.0649798,6.4733422,5.1035743
223.4937833,89662.2427362,43179.4607207,-2.0681549,-0.1622741,7.2181415,3.9034038
224.5833974,89661.7228750,43178.5031178,-2.2506999,-0.1675318,7.7395687,0.6111624
225.5658694,89661.1051771,43177.7391148,-2.3848084,-0.1365011,7.8180612,3.7068710
226.5703510,89660.3748711,43177.0494508,-2.4949424,-0.1096426,8.2782092,4.4185473
227.6050688,89659.5490561,43176.4260165,-2.6078693,-0.1091378,8.7953061,3.3383395
228.6529942,89658.6468774,43175.8928924,-2.7206104,-0.1075850,9.1666633,2.4154000
229.6816667,89657.7080204,43175.4725180,-2.8140514,-0.0908365,9.4262350,3.2937922
230.6545491,89656.7868601,43175.1595262,-2.8861067,-0.0740637,9.7690943,4.4320610
231.6270053,89655.8459692,43174.9137713,-2.9292102,-0.0443243,10.2122899,4.8111366
232.6186408,89654.8766143,43174.7047450,-2.9226242,0.0066415,10.6725796,4.7660752
233.6067994,89653.9120509,43174.4900944,-2.8721274,0.0511019,11.1097709,3.9490981
234.5590468,89652.9941669,43174.2365909,-2.8251805,0.0493012,11.4593921,-6.0598767
235.5493034,89652.0530687,43173.9284638,-2.7939475,0.0315403,10.9183094,-8.8233541
236.5948509,89651.0700684,43173.5722617,-2.7714771,0.0214916,10.0786712,-8.8801923
237.6149696,89650.1190265,43173.2032611,-2.7284196,0.0422083,9.1562098,-6.8376105
238.6307012,89649.1887673,43172.7954272,-2.6489166,0.0782717,8.3769928,-4.1918301
239.6192078,89648.3178235,43172.3278780,-2.5158947,0.1345685,7.8611926,-4.1553060
240.6736885,89647.4631094,43171.7103075,-2.3608651,0.1470198,7.3140734,-3.7659384
241.7024460,89646.7322783,43170.9862716,-2.2209675,0.1359870,6.7801903,-5.2978539
242.6009995,89646.1883635,43170.2710408,-2.0378561,0.2037847,5.9485616,-0.1643299
243.6056712,89645.7359971,43169.3739734,-1.7329735,0.3034649,5.9208985,-0.1643299
244.5812852,89645.5784675,43168.4111614,-1.5127812,0.2256961,5.8931055,4.5238641
245.5263959,89645.6332675,43167.4676407,-1.3477492,0.1746165,6.6157226,4.7354941
246.5644292,89645.8628828,43166.4553216,-1.1658461,0.1752382,7.2958711,2.1522364
247.5593873,89646.2548694,43165.5408337,-1.0087410,0.1579013,7.5848599,2.4980708
248.5435692,89646.7793660,43164.7080568,-0.9168501,0.0933677,7.9070521,5.0069306
249.5797875,89647.4097216,43163.8856213,-0.8734443,0.0418887,8.5162068,4.9600354
250.5487879,89648.0320041,43163.1428386,-0.8226470,0.0524224,9.0794483,4.9135795
251.5518191,89648.7143497,43162.4076678,-0.7490034,0.0734210,9.6049030,4.8675586
252.5766717,89649.4649188,43161.7098362,-0.6570881,0.0896863,10.0985141,1.8933892
253.5545884,89650.2392080,43161.1125111,-0.5578615,0.1014673,10.2841214,-1.3280930
254.5484186,89651.0823627,43160.5864041,-0.4523352,0.1061814,10.1542849,-1.6061146
255.5655284,89651.9971807,43160.1418589,-0.3462175,0.1043326,9.9950156,-1.5614249
256.5519787,89652.9250980,43159.8071147,-0.2463166,0.1012732,9.8377064,-2.5420407
257.5467569,89653.8898509,43159.5645546,-0.1488907,0.0979373,9.5760764,-3.4190396
258.5569160,89654.8888339,43159.4147064,-0.0488579,0.0990268,9.2124744,-3.9461265
259.5982990,89655.9289742,43159.3638469,0.2154828,0.2538362,8.7741076,-4.8372635
260.5148120,89656.8242913,43159.5598149,0.4744719,0.2825809,8.2048565,-4.9564268
261.3153620,89657.5364078,43159.9255612,0.4513851,-0.0288387,7.5773529,-0.2666414
262.1985427,89658.3311324,43160.3108155,0.4879484,0.0413996,7.5421153,-0.2666414
263.1682570,89659.1876777,43160.7654317,0.5866336,0.1017673,7.5067123,1.7476310
264.1161873,89659.9771225,43161.2901686,0.6684306,0.0862901,7.7358035,-2.4451999
265.0488125,89660.7090424,43161.8681678,0.8960525,0.2440658,7.4132937,-0.2552202
266.0390234,89661.3276245,43162.6413908,0.9294629,0.0337407,7.3788190,-0.2552202
266.9919406,89661.8977210,43163.4049621,0.9162778,-0.0138365,7.3441825,5.0471702
267.8959008,89662.4480315,43164.1221109,0.8931083,-0.0256311,8.0013576,4.9998982
268.7851483,89663.0055840,43164.8148564,0.9706722,0.0872242,8.6030213,4.9530689
269.7318609,89663.5402351,43165.5961456,1.0471224,0.0807533,9.1601670,-6.7439060
270.7515487,89664.0501454,43166.4791828,1.0634685,0.0160305,8.3924800,-9.4218818
271.8255353,89664.5719347,43167.4178964,1.0370926,-0.0245589,7.1838667,-0.2396675
272.9519459,89665.1449685,43168.3876557,0.8598892,-0.1573168,7.1504589,-0.2396675
274.0974301,89665.8924215,43169.2556696,0.7029429,-0.1370130,7.1168944,1.5790135
275.2353540,89666.7605926,43169.9912985,0.4187612,-0.2497370,7.3352027,4.1938216
276.4227484,89667.8453883,43170.4741274,0.1562706,-0.2210643,7.8857363,0.6592288
277.7194358,89669.1262750,43170.6759379,-0.0012963,-0.1215150,7.9688165,-0.2976658
279.0496826,89670.4565206,43170.6742134,-0.1314756,-0.0978610,7.9314105,2.3563817
280.3544305,89671.7500079,43170.5031647,-0.4660038,-0.2563930,8.2228668,3.2558456
281.5797351,89672.8446595,43169.9526111,-0.6131773,-0.1201117,8.6093562,-0.2668779
282.7689605,89673.8172363,43169.2682490,-0.8078613,-0.1637066,8.5783313,0.6577601
283.9113713,89674.6066946,43168.4425020,-0.9445034,-0.1196086,8.6545961,4.9488967
284.9781627,89675.2319894,43167.5781813,-1.0134209,-0.0646026,9.2081692,4.9025451
285.9545324,89675.7484506,43166.7495888,-1.0432750,-0.0305767,9.7255392,4.8566276
286.8750097,89676.2118126,43165.9542434,-1.0959993,-0.0572793,10.2122524,1.8172215
287.7529778,89676.6131827,43165.1733913,-1.0762271,0.0225204,10.3885068,0.4825487
288.6041359,89677.0171871,43164.4242247,-1.0492799,0.0316595,10.4348095,0.9451921
289.3615019,89677.3945035,43163.7675394,-1.0356762,0.0179619,10.5249147,2.6975357
290.0664603,89677.7539931,43163.1611290,-1.0656303,-0.0424906,10.7779289,3.3723437
290.9013503,89678.1580404,43162.4305217,-1.1693899,-0.1242795,11.0861176,3.2630606
291.9244766,89678.5577895,43161.4887213,-1.2467111,-0.0755734,11.3763744,2.5554720
292.9366970,89678.8801228,43160.5291946,-1.3782075,-0.1299089,11.5986189,0.0973687
293.9358868,89679.0713682,43159.5484778,-1.5047399,-0.1266350,11.6070028,-3.2569593
294.9248312,89679.1366469,43158.5616902,-1.5814908,-0.0776090,11.3231979,-2.4393838
295.8826418,89679.1264038,43157.6039344,-1.6289396,-0.0495388,11.1058858,-2.0069531
296.7629201,89679.0752504,43156.7251437,-1.6939317,-0.0738313,10.9238557,-4.1065502
